id,name,country,country_code,latitude,longitude,status,status_class,reactor_type,reactor_model,construction_start_at,operational_from,operational_to,temporal_start,temporal_end,capacity_mwe,last_updated_at,source,iaea_id,dataset_region,geometry_note,map_year,period_start,period_end,decade_label,status_at_year,snapshot_rule
266,Greifswald-2,Germany,DE,54.143,13.668,Shutdown,shutdown_or_decommissioned,PWR,VVER V-230,1970-03-01,1975-04-16,1990-02-14,1975-04-16,1990-02-14,408.0,2015-05-24T04:50:47+03:00,WNA/IAEA,124.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
267,Greifswald-3,Germany,DE,54.143,13.668,Shutdown,shutdown_or_decommissioned,PWR,VVER V-230,1972-04-01,1978-05-01,1990-02-28,1978-05-01,1990-02-28,408.0,2015-05-24T04:50:47+03:00,WNA/IAEA,125.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
268,Greifswald-4,Germany,DE,54.143,13.668,Shutdown,shutdown_or_decommissioned,PWR,VVER V-230,1972-04-01,1979-11-01,1990-06-02,1979-11-01,1990-06-02,408.0,2022-09-24T22:33:57+03:00,WNA/IAEA,126.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
270,Grohnde,Germany,DE,52.033,9.412,Shutdown,shutdown_or_decommissioned,PWR,PWR,1976-06-01,1985-02-01,2021-12-31,1985-02-01,2021-12-31,1289.0,2022-04-21T20:26:19+03:00,WNA/IAEA,101.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
273,Gundremmingen-B,Germany,DE,48.513,10.401,Shutdown,shutdown_or_decommissioned,BWR,BWR-72,1976-07-20,1984-07-19,2017-12-31,1984-07-19,2017-12-31,1244.0,2018-03-10T14:51:13+02:00,WNA/IAEA,100.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
274,Gundremmingen-C,Germany,DE,48.513,10.401,Shutdown,shutdown_or_decommissioned,BWR,BWR-72,1976-07-20,1985-01-18,2021-12-31,1985-01-18,2021-12-31,1249.0,2022-04-21T20:26:19+03:00,WNA/IAEA,102.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
341,Isar-1,Germany,DE,48.607,12.296,Shutdown,shutdown_or_decommissioned,BWR,BWR-69,1972-05-01,1979-03-21,2011-08-06,1979-03-21,2011-08-06,870.0,2015-05-24T04:50:42+03:00,WNA/IAEA,89.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
342,Isar-2,Germany,DE,48.607,12.296,Shutdown,shutdown_or_decommissioned,PWR,Konvoi,1982-09-15,1988-04-09,2023-04-15,1988-04-09,2023-04-15,1285.0,2023-08-28T08:01:45+03:00,WNA/IAEA,106.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
383,KNK-II,Germany,DE,49.098,8.441,Shutdown,shutdown_or_decommissioned,FBR,Prototype,1974-09-01,1979-03-03,1991-08-23,1979-03-03,1991-08-23,18.0,2015-05-24T04:50:48+03:00,WNA/IAEA,135.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
401,Kruemmel,Germany,DE,53.41,10.41,Shutdown,shutdown_or_decommissioned,BWR,BWR-69,1974-04-05,1984-03-28,2011-08-06,1984-03-28,2011-08-06,1260.0,2015-05-24T04:50:44+03:00,WNA/IAEA,94.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
470,Neckarwestheim-1,Germany,DE,49.039,9.176,Shutdown,shutdown_or_decommissioned,PWR,PWR,1972-02-01,1976-12-01,2011-08-06,1976-12-01,2011-08-06,805.0,2015-05-24T04:50:42+03:00,WNA/IAEA,88.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
471,Neckarwestheim-2,Germany,DE,49.039,9.176,Shutdown,shutdown_or_decommissioned,PWR,Konvoi,1982-11-09,1989-04-15,2023-04-15,1989-04-15,2023-04-15,1225.0,2023-08-28T08:01:45+03:00,WNA/IAEA,119.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
494,Obrigheim,Germany,DE,49.365,9.077,Shutdown,shutdown_or_decommissioned,PWR,,1965-03-15,1969-03-31,2005-05-11,1969-03-31,2005-05-11,283.0,2015-05-24T04:50:46+03:00,WNA/IAEA,121.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
539,Philippsburg-1,Germany,DE,49.253,8.432,Shutdown,shutdown_or_decommissioned,BWR,BWR-69,1970-10-01,1980-03-26,2011-08-06,1980-03-26,2011-08-06,864.0,2015-05-24T04:50:42+03:00,WNA/IAEA,87.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
540,Philippsburg-2,Germany,DE,49.253,8.432,Shutdown,shutdown_or_decommissioned,PWR,PWR,1977-07-07,1985-04-18,2019-12-31,1985-04-18,2019-12-31,1268.0,2020-04-18T04:46:52+03:00,WNA/IAEA,98.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
576,Rheinsberg,Germany,DE,53.147,12.991,Shutdown,shutdown_or_decommissioned,PWR,VVER-70,1960-01-01,1966-10-11,1990-06-01,1966-10-11,1990-06-01,62.0,2015-05-24T04:50:47+03:00,WNA/IAEA,122.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
660,Stade,Germany,DE,53.62,9.53,Shutdown,shutdown_or_decommissioned,PWR,,1967-12-01,1972-05-19,2003-11-14,1972-05-19,2003-11-14,630.0,2015-05-24T04:50:42+03:00,WNA/IAEA,83.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
725,Unterweser,Germany,DE,53.429,8.477,Shutdown,shutdown_or_decommissioned,PWR,PWR,1972-07-01,1979-09-06,2011-08-06,1979-09-06,2011-08-06,1230.0,2015-05-24T04:50:42+03:00,WNA/IAEA,90.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
747,Wuergassen,Germany,DE,51.639,9.393,Shutdown,shutdown_or_decommissioned,BWR,,1968-01-26,1975-11-11,1994-08-26,1975-11-11,1994-08-26,640.0,2015-05-24T04:50:48+03:00,WNA/IAEA,136.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
516,Paks-1,Hungary,HU,46.574,18.855,Operational,active_or_suspended,PWR,VVER V-213,1974-08-01,1983-08-10,,1983-08-10,2100-01-01,408.0,2015-05-24T04:51:21+03:00,WNA/IAEA,278.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
517,Paks-2,Hungary,HU,46.574,18.855,Operational,active_or_suspended,PWR,VVER V-213,1974-08-01,1984-11-14,,1984-11-14,2100-01-01,410.0,2015-05-24T04:51:21+03:00,WNA/IAEA,279.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
518,Paks-3,Hungary,HU,46.574,18.855,Operational,active_or_suspended,PWR,VVER V-213,1979-10-01,1986-12-01,,1986-12-01,2100-01-01,410.0,2015-05-24T04:51:21+03:00,WNA/IAEA,280.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
519,Paks-4,Hungary,HU,46.574,18.855,Operational,active_or_suspended,PWR,VVER V-213,1979-10-01,1987-11-01,,1987-11-01,2100-01-01,410.0,2015-05-24T04:51:21+03:00,WNA/IAEA,281.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
112,Caorso,Italy,IT,45.072,9.872,Shutdown,shutdown_or_decommissioned,BWR,BWR-4 (Mark 2),1970-01-01,1981-12-01,1990-07-01,1981-12-01,1990-07-01,840.0,2015-05-24T04:51:26+03:00,WNA/IAEA,327.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
206,Enrico Fermi,Italy,IT,45.183333,8.283333,Shutdown,shutdown_or_decommissioned,PWR,WH 4LP,1961-07-01,1965-01-01,1990-07-01,1965-01-01,1990-07-01,247.0,2017-02-10T23:56:19+02:00,IAEA,326.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
332,Ignalina-1,Lithuania,LT,55.604,26.562,Shutdown,shutdown_or_decommissioned,LWGR,RBMK-1500,1977-05-01,1985-05-01,2004-12-31,1985-05-01,2004-12-31,1500.0,2022-04-21T20:26:19+03:00,WNA/IAEA,415.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
333,Ignalina-2,Lithuania,LT,55.604,26.562,Shutdown,shutdown_or_decommissioned,LWGR,RBMK-1500,1978-01-01,1987-12-01,2009-12-31,1987-12-01,2009-12-31,1500.0,2022-04-21T20:26:19+03:00,WNA/IAEA,416.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
72,Borssele,Netherlands,NL,51.431,3.719,Operational,active_or_suspended,PWR,KWU 2LP,1969-07-01,1973-10-26,,1973-10-26,2100-01-01,495.0,2017-02-10T23:57:03+02:00,WNA/IAEA,423.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
253,Dodewaard,Netherlands,NL,51.899,5.687,Shutdown,shutdown_or_decommissioned,BWR,GE design,1965-05-01,1969-03-26,1997-03-26,1969-03-26,1997-03-26,54.0,2021-06-07,WNA/IAEA,422.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
16,APS-1 Obninsk,Russia,RU,55.084,36.57,Shutdown,shutdown_or_decommissioned,LWGR,AM-1,1951-01-01,1954-12-01,2002-04-29,1954-12-01,2002-04-29,5.0,2015-05-24T04:51:32+03:00,WNA/IAEA,447.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
360,Kalinin-1,Russia,RU,57.903,35.057,Operational,active_or_suspended,PWR,VVER V-338,1977-02-01,1985-06-12,,1985-06-12,2100-01-01,950.0,2015-05-24T04:51:34+03:00,WNA/IAEA,489.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
361,Kalinin-2,Russia,RU,57.903,35.057,Operational,active_or_suspended,PWR,VVER V-338,1982-02-01,1987-03-03,,1987-03-03,2100-01-01,950.0,2015-05-24T04:51:34+03:00,WNA/IAEA,490.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
386,Kola-1,Russia,RU,67.467,32.491,Operational,active_or_suspended,PWR,VVER V-230,1970-05-01,1973-12-28,,1973-12-28,2100-01-01,411.0,2015-05-24T04:51:32+03:00,WNA/IAEA,453.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
387,Kola-2,Russia,RU,67.467,32.491,Operational,active_or_suspended,PWR,VVER V-230,1970-05-01,1975-02-21,,1975-02-21,2100-01-01,411.0,2015-05-24T04:51:32+03:00,WNA/IAEA,460.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
388,Kola-3,Russia,RU,67.467,32.491,Operational,active_or_suspended,PWR,VVER V-213,1977-04-01,1982-12-03,,1982-12-03,2100-01-01,411.0,2015-05-24T04:51:34+03:00,WNA/IAEA,491.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
389,Kola-4,Russia,RU,67.467,32.491,Operational,active_or_suspended,PWR,VVER V-213,1976-08-01,1984-12-06,,1984-12-06,2100-01-01,411.0,2015-05-24T04:51:34+03:00,WNA/IAEA,492.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
414,Kursk-1,Russia,RU,51.674,35.607,Shutdown,shutdown_or_decommissioned,LWGR,RBMK-1000,1972-06-01,1977-10-12,2021-12-19,1977-10-12,2021-12-19,925.0,2022-09-24T22:33:57+03:00,WNA/IAEA,476.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
415,Kursk-2,Russia,RU,51.674,35.607,Operational,active_or_suspended,LWGR,RBMK-1000,1973-01-01,1979-08-17,,1979-08-17,2100-01-01,925.0,2015-05-24T04:51:34+03:00,WNA/IAEA,485.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
416,Kursk-3,Russia,RU,51.674,35.607,Operational,active_or_suspended,LWGR,RBMK-1000,1978-04-01,1984-03-30,,1984-03-30,2100-01-01,925.0,2015-05-24T04:51:35+03:00,WNA/IAEA,497.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
417,Kursk-4,Russia,RU,51.674,35.607,Operational,active_or_suspended,LWGR,RBMK-1000,1981-05-01,1986-02-05,,1986-02-05,2100-01-01,925.0,2015-05-24T04:51:35+03:00,WNA/IAEA,498.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
429,Leningrad-1,Russia,RU,59.837,29.039,Shutdown,shutdown_or_decommissioned,LWGR,RBMK-1000,1970-03-01,1974-11-01,2018-12-22,1974-11-01,2018-12-22,925.0,2019-06-02T20:19:08+03:00,WNA/IAEA,474.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
430,Leningrad-2,Russia,RU,59.837,29.039,Shutdown,shutdown_or_decommissioned,LWGR,RBMK-1000,1970-06-01,1976-02-11,2020-11-10,1976-02-11,2020-11-10,925.0,2021-01-06T01:19:47+02:00,WNA/IAEA,475.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
431,Leningrad-3,Russia,RU,59.837,29.039,Operational,active_or_suspended,LWGR,RBMK-1000,1973-12-01,1980-06-29,,1980-06-29,2100-01-01,925.0,2015-05-24T04:51:34+03:00,WNA/IAEA,493.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
432,Leningrad-4,Russia,RU,59.837,29.039,Operational,active_or_suspended,LWGR,RBMK-1000,1975-02-01,1981-08-29,,1981-08-29,2100-01-01,925.0,2015-05-24T04:51:34+03:00,WNA/IAEA,494.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
490,Novovoronezh-2,Russia,RU,51.275,39.206,Shutdown,shutdown_or_decommissioned,PWR,VVER V-365,1964-06-01,1970-04-14,1990-08-29,1970-04-14,1990-08-29,336.0,2018-07-01T01:21:53+03:00,WNA/IAEA,513.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
491,Novovoronezh-3,Russia,RU,51.275,39.206,Shutdown,shutdown_or_decommissioned,PWR,VVER V-179,1967-07-01,1972-06-29,2016-12-25,1972-06-29,2016-12-25,385.0,2017-02-10T23:57:16+02:00,WNA/IAEA,519.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
492,Novovoronezh-4,Russia,RU,51.275,39.206,Operational,active_or_suspended,PWR,VVER V-179,1967-07-01,1973-03-24,,1973-03-24,2100-01-01,385.0,2015-05-24T04:51:32+03:00,WNA/IAEA,448.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
493,Novovoronezh-5,Russia,RU,52.381,39.211,Operational,active_or_suspended,PWR,VVER V-187,1974-03-01,1981-02-20,,1981-02-20,2100-01-01,950.0,2015-05-24T04:51:34+03:00,WNA/IAEA,483.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
643,Smolensk-1,Russia,RU,54.169,33.245,Operational,active_or_suspended,LWGR,RBMK-1000,1975-10-01,1983-09-30,,1983-09-30,2100-01-01,925.0,2015-05-24T04:51:34+03:00,WNA/IAEA,486.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
644,Smolensk-2,Russia,RU,54.169,33.245,Operational,active_or_suspended,LWGR,RBMK-1000,1976-06-01,1985-07-02,,1985-07-02,2100-01-01,925.0,2015-05-24T04:51:34+03:00,WNA/IAEA,487.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
66,Bohunice-1,Slovakia,SK,48.494,17.687,Shutdown,shutdown_or_decommissioned,PWR,VVER V-230,1972-04-24,1980-04-01,2006-12-31,1980-04-01,2006-12-31,408.0,2015-05-24T04:51:38+03:00,WNA/IAEA,548.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
67,Bohunice-2,Slovakia,SK,48.494,17.687,Shutdown,shutdown_or_decommissioned,PWR,VVER V-230,1972-04-24,1981-01-01,2008-12-31,1981-01-01,2008-12-31,408.0,2015-05-24T04:51:38+03:00,WNA/IAEA,549.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
68,Bohunice-3,Slovakia,SK,48.494,17.687,Operational,active_or_suspended,PWR,VVER V-213,1976-12-01,1985-02-14,,1985-02-14,2100-01-01,466.0,2021-02-14T03:47:53+02:00,WNA/IAEA,546.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
69,Bohunice-4,Slovakia,SK,48.494,17.687,Operational,active_or_suspended,PWR,VVER V-213,1976-12-01,1985-12-18,,1985-12-18,2100-01-01,466.0,2021-02-14T03:47:53+02:00,WNA/IAEA,547.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
400,Krsko,Slovenia,SI,45.939,15.516,Operational,active_or_suspended,PWR,WH 2LP,1975-03-30,1983-01-01,,1983-01-01,2100-01-01,632.0,2017-02-10T23:57:25+02:00,WNA/IAEA,542.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
11,Almaraz-1,Spain,ES,39.807,-5.698,Operational,active_or_suspended,PWR,WH 3LP,1973-07-03,1983-09-01,,1983-09-01,2100-01-01,900.0,2017-02-10T23:56:15+02:00,WNA/IAEA,153.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
12,Almaraz-2,Spain,ES,39.807,-5.698,Operational,active_or_suspended,PWR,WH 3LP,1973-07-03,1984-07-01,,1984-07-01,2100-01-01,900.0,2019-06-02T20:17:55+03:00,WNA/IAEA,154.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
22,Asco-1,Spain,ES,41.202,0.571,Operational,active_or_suspended,PWR,WH 3LP,1974-05-16,1984-12-10,,1984-12-10,2100-01-01,888.0,2023-08-28T08:01:45+03:00,WNA/IAEA,155.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
23,Asco-2,Spain,ES,41.202,0.571,Operational,active_or_suspended,PWR,WH 3LP,1975-03-07,1986-03-31,,1986-03-31,2100-01-01,888.0,2023-08-28T08:01:45+03:00,WNA/IAEA,156.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
154,Cofrentes,Spain,ES,39.216,-1.051,Operational,active_or_suspended,BWR,BWR-6 (Mark 3),1975-09-09,1985-03-11,,1985-03-11,2100-01-01,939.0,2017-02-10T23:56:09+02:00,WNA/IAEA,140.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
346,Jose Cabrera-1 (Zorita),Spain,ES,40.362,-2.818,Shutdown,shutdown_or_decommissioned,PWR,WH 1LP,1964-06-24,1969-08-13,2006-04-30,1969-08-13,2006-04-30,153.0,2017-02-10T23:56:06+02:00,WNA/IAEA,139.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
602,Santa Maria de Garona,Spain,ES,42.775,-3.205,Shutdown,shutdown_or_decommissioned,BWR,BWR-3,1966-09-01,1971-05-11,2017-08-02,1971-05-11,2017-08-02,440.0,2017-09-25T03:19:35+03:00,WNA/IAEA,149.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
710,Trillo-1,Spain,ES,40.699,-2.622,Operational,active_or_suspended,PWR,PWR 3 loops,1979-08-17,1988-08-06,,1988-08-06,2100-01-01,990.0,2015-05-24T04:50:49+03:00,WNA/IAEA,141.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
726,Vandellos-1,Spain,ES,40.949,0.867,Shutdown,shutdown_or_decommissioned,GCR,,1968-06-21,1972-08-02,1990-07-31,1972-08-02,1990-07-31,480.0,2015-05-24T04:50:49+03:00,WNA/IAEA,150.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1990,1990-01-01,1999-12-31,1990s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
